clusterno,,docNo,raw_doc
110,390,2124,이전부터 마셔왔던 거라 익숙해서
110,391,5472_1,아사히 생맥주 점이 많이 들어서있어 쉽게 접할수있다
110,392,5919,톡쏘는 맛이 정말 좋아요 다른 맥주는 그런맛이 아니라서 별로
110,393,10082,광고모델들이 젊기 때문에 마시는 층도 젊은 사람이 많을 것 같아서 좋다
110,394,6342_2,할까요 다른 맥주는 심심해서 맛이 없어요
110,395,2983,세련된 광고와 제품 라벨 이미지가 맘에 들었음
110,396,836_0,캔이 하늘색이라 뭔가 산뜻하고
110,397,2750_1,맥주맛이 좋아서 상표도 좋아보이는게 아닐까
110,398,2027,아사히 맥주를 마셨을때 첫맛과 끝맛의 깔끔함이 너무 좋아서 좋아하게 되었습니다
110,399,5722,ob맥주를 처음 먹기도 했거니와 깊은맛이 있어서
110,400,5764_0,아사히 맥주는 시원하게 마셨을때 짜릿함이 강하다
110,401,1505_1,인상 깊음 맥주 맛이 좋음
110,402,3924_1,광고가 젋은이들을 위해 만들어져 뭔가 활기찬 분위기이다
110,403,2725_1,순한맛 용기디자인도 마음에 듬
110,404,5725_1,구수한 풍미가 좋다
110,405,8956_0,브랜드인지도도 높고
110,406,5602,아사히 생맥주 판매점에서 마신 500cc 생맥주의 맛이 너무 좋았다
110,407,106,하이트에 대해서는 사실 큰 관심이 없었지만 최근 김연아 선수가 광고를 하면서 하이트의 이미지가 좋아짐
110,408,1734_0,일본에서 먹었던 아사히의 맛을 잊지못한다
110,409,2191,김수현의 광고보고
110,410,8638_0,내 스타일이고
110,411,5067_0,국산맥주들은 맛이 다
110,412,7746_2,맛65533 익숙하고
110,413,343_1,광고자체가 산뜻해서 기억에 남음
110,414,1830,맥주의 풍미가 좋아서
110,415,2345_0,뭔가 친근감있고
110,416,3858,풍부한 맛과 깊은 향 한잔 잔에 따랏을 때 처음과 같은 지속성이 길다
110,417,7682_0,처음 출시되었을 때 싸이가 광고를 해서 궁금하게 느껴졌고
110,418,5590_0,오래동안 먹어와서 익숙하고
110,419,6441_1,맛이 상쾌하며 맛이 좋다
110,420,427_0,보편적으로 가장 많이 접하고
110,421,8222_0,일단 호가든은 맛이 좋습니다
110,422,1337,맥주하면 떠올라서
110,423,7912,맛잇어서 입맛에맞음
110,424,3324_1,가벼운 느낌이라 오래많이 마시고자 하는 경우 가장 많이 선택하는 편 광고모델도 좋다
110,425,2707_0,맛이 깔끔해서 최근 많이 찾고
110,426,3132_0,이름이부르기쉽고
110,427,9935_0,널리 알려져있는 브랜드이고
110,428,2537_1,맛있음 디자인도 좋음
110,429,291,톡쏘는 청량감과 깨끗함
110,430,1921,디자인이독특해서
110,431,1993_0,톡쏘는 맛이 다른 맥주보다
110,432,1309,오래전부터 마셔와서 최민수씨가 광고했던 남자맥주라는 이미지 때문
110,433,7852,주로 애용하는 맥주라서
110,434,6733_0,뒤끝이 깨끗하고
110,435,5991,맥주 맛 톡쏘는 맛
110,436,8979,씨에프음악이 좋아서
110,437,8511_0,입안에서 톡 쏘는 맛이 자극적이고
110,438,6823,광고가 흥겨워서 이름이 쉽게 기억남
110,439,6770_0,맥주 맛이 풍부하고
110,440,8465_0,그냥 먹어 봣는데 맥주 맛이 국산보다
110,441,6303,광고의 이미지 브랜드 가치에 끌림
110,442,9504_0,톡 쏘는 맛이 덜하고
110,443,1556_0,이색적인 광고가 눈길을 끈다
110_1,0,8872_1,디자인 컬러 광고가 맘에 들었고
110_1,1,10055_0,그냥 병색도 맘에들고
110_1,2,54_0,맛도 맘에들고
110_1,3,2937_0,이름이 맘에들고
110_1,4,669,이름이 맘에 든다 
110_1,5,934,맛이 좋다보니 자연스레 상표도 맘에든다
110_1,6,2365_0,차승원이 선전하는 광고도 맘에 들고
110_1,7,1490,맛이 맘에 듬
110_1,8,3199_2,디자인도 아주 맘에 들고요
110_1,9,9305,톡쏘는 맛이 맘에 들어서
110_1,10,2868,광고가 맘에들어
110_1,11,7785,전반적으로 깔끔한 맛이 맘에 든다
110_1,12,2697,광고를 처음 봤을때 맘에 들었다
110_1,13,8295_1,맥주 포장 디자인도 맘에들어서
110_1,14,571_0,글씨체도 맘에 들고
110_1,15,5207_0,쏘는 맛이 맘에들고
110_1,16,1458_0,브랜드 디자인과 컨셉이 맘에들고
110_1,17,1278_0,cf가 매우 맘65533 든다
110_1,18,2062_1,페키지랑 이름도 맘에 든다
110_1,19,2351,선전이 맘에 들어서
110_1,20,2874_1,상표명이 맘에 든다
110_1,21,4670_0,달달한 맛이 맘에 들고
110_1,22,6761,광고가 맘에 들어서
110_1,23,1398_0,시원한 느낌 예전 광고가 맘에 들었음 그리고
110_1,24,8643,광고가 너무 맘에 든다
110_1,25,975_2,맘에 듬
110_1,26,6960,심플한 디자인이 맘에든다
110_2,0,10068,내가 좋아하는 연예인이 광고모델이라서
110_2,1,2214_1,광고도 호감이 가는 모델들이 출연했다
110_2,2,5404,광고모델
110_2,3,4174_1,모델이 좋음
110_2,4,3097_1,광고모델이 좋다
110_2,5,1072_1,시원함 광고모델도 맘에 듬
110_2,6,8248_1,모델
110_2,7,7594_0,광고모델이 좋고
110_2,8,3095_2,광고모델이 원빈이었어서 처음 먹기 시작했는데 맛있어서 좋아요
110_2,9,1632,깨끗한 이미지 광고모델
110_2,10,590,광고모델이 좋아서
110_2,11,1735,맛이 진하다예전에 원빈이 광고모델이어서
110_2,12,110_3,광고모델도 좋아해서 선호한다
110_2,13,1567,깨끗한 이미지 광고모델
110_2,14,346,맛도 있거니와 광고모델이 정우성이라서
110_2,15,10132_0,익숙해서 모델도좋다
110_2,16,6524,광고모델 김우빈 이종석 때문에
110_2,17,9634,광고와 맛이 좋다
110_2,18,3342_1,광고모델이 신뢰가 되어서
110_2,19,10351,광고모델 때문에
110_3,0,4710_0,우선 국산 브랜드 이고
110_3,1,5556,맛 브랜드명
110_3,2,9549_1,브랜드가 잘 알려져서
110_3,3,657,톡 쏘는 맛이 좋으며 브랜드가 익숙해서
110_3,4,8106,한국브랜드라서
110_3,5,3940_1,브랜드가 믿음이 있다
110_3,6,1386,자주 먹는 브랜드의 제품이다
110_3,7,6716,브랜드 네임이나 디자인이 좋음
110_3,8,5438_0,브랜드가 고급스럽고
110_3,9,5193_0,대표 브랜드라고
110_3,10,1914_0,익숙한 브랜드이고
110_3,11,3688,깨끗한 브랜드 이미지 부드러운 맛
110_3,12,4090_0,오래된 브랜드이고
110_3,13,8091_0,익숙한 브랜드이고
110_3,14,7924_2,국산 브랜드 선호
110_3,15,5403_0,카스맥주맛이 다른브랜드보다
110_3,16,10314,대중적인 브랜드
110_3,17,9181_0,국산 브랜드이고
110_4,0,6072_0,맥주 맛이 좋다
110_4,1,1661_0,맥주맛이 좋고
110_4,2,4204_1,맥주맛이 좋아서
110_4,3,2398,맥주 맛이 좋아서
110_4,4,4188_1,맥주맛이좋다
110_4,5,7241,맥주가 맛이 좋아서
110_4,6,7108,맥주 맛이 좋음
110_4,7,8401_1,맥주 맛이 좋았다
110_4,8,8205,맥주 맛이 좋음
110_4,9,4707_0,맥주의 맛도 좋고
110_4,10,8791,맥주맛이 좋아서
110_4,11,1282,맥주맛이 좋다
110_4,12,1105_1,맥주 맛도 좋음
110_4,13,3583,맥주의 맛이 좋아서
110_4,14,4291,맥주맛이 좋음
110_4,15,3352_0,맥주 맛이 좋아서 다른 맥주보다
110_4,16,10185,맥주맛이 좋다
110_5,0,9101_1,개운한 끗맛
110_5,1,6495_0,맛이 개운하고
110_5,2,498_1,개운함
110_5,3,7138_1,맛이 개운하다
110_5,4,2813_0,시원한맛 뒷맛이 개운하고
110_5,5,9275_4,개운합니다
110_5,6,8774,개운
110_5,7,8674_0,맛이 개운하고
110_5,8,685_1,개운한맛
110_5,9,10290_1,개운한 맛
110_5,10,7250_2,개운한 맛의 맥주라고
110_5,11,231_1,개운하다
110_5,12,266,개운한 맛
110_5,13,6822_3,개운하다
110_5,14,150_1,개운하다
110_5,15,7488_2,개운하고
110_6,0,1967_8,광고도 인상적이다
110_6,1,4109_2,하정우가 광고한게 인상깊게 남았다
110_6,2,8138_1,좋음 광고도 인상 깊었음
110_6,3,3044_0,광고에서 아사히하는 부분도 아주 인상적이었고
110_6,4,2427,부드러움 과 깔끔함 맛이 인상깊음 
110_6,5,5273,광고가 인상적이다
110_6,6,1164,광고가 인상 깊어서
110_6,7,236_0,깔끔한 맛이 인상적이여서 좋다
110_6,8,8352_0,빨간색이 인상적이고
110_6,9,1152_1,cf광고가 인상적이기 때문
110_6,10,9954_0,광고가 인상적이고
110_6,11,9610,일단 TV광고에서 너무 인상적으로 남아있습니다
110_6,12,9988,풍부한거품과 TV CF광고가 인상적이여서 입니다
110_6,13,70,부드러운 맛이 인상적이어서
110_6,14,366,로고가 인상적이어서
110_7,0,2642,아사히 맥주 자체의 상쾌함과 깔끔함
110_7,1,3722_0,아사히의 생맥맛은 부드러움 그자체 국산 맥주만 마시다가 아사히생맥을 맛본이후 아사히만 찾게되었고
110_7,2,1379,아사히라서
110_7,3,6800_2,아사히라고
110_7,4,3696_0,일본에 여행갔을때 먹었던 아사히 생맥주의 맛을 잊을수가 없어서 아사히 생맥주 맛은 아니지만 비슷한 한국에서 판매하고
110_7,5,6800_0,아사히를 주로 마시다보니 많이 접하고
110_7,6,5441,아사히 생맥주의 부드러운 거품과 맛이 좋아서요
110_7,7,5868,아사히 모 기업이 좋다
110_7,8,2373,아사히 맥주랑 맛이 비슷해서 아사히 맥주의 대체품으로 만족
110_7,9,10174,아사히라는 이름값
110_7,10,5836,아사히는 생맥주를 좋아 하는데 아사히 생맥의 특유의 부드러움과 거품이 일품인거 같아요
110_7,11,9391,아사히 맥주맛이 좋아서
110_7,12,2765_0,맛있어요 아사히보다
110_7,13,2573,아사히
110_7,14,2987,아사히라는 단어가 좋다
110_8,0,487,국산
110_8,1,7672,국산
110_8,2,5876_2,국산이다
110_8,3,7699_0,다른 국산맥주보다
110_8,4,8184_0,국산이고
110_8,5,1636_1,국산
110_8,6,9017_0,국산보다
110_8,7,4798,국산이라서
110_8,8,10086_0,국산맥주이고
110_8,9,5336_0,국산 맥주보다
110_8,10,6208_1,국산이라
110_8,11,5135_2,국산이고
110_8,12,9570_4,국산맥주보다
110_8,13,7034,국산이라서
110_9,0,2214_0,즐겨먹는 맥주이며 맥주맛이 좋다
110_9,1,8370_1,자주 마셔서 익숙한 맛이기 때문
110_9,2,104_0,광고를 가장 많이 접하였고
110_9,3,3696_1,있는 아사히를 자주 마신다
110_9,4,4633,즐겨찾는 맥주이며 맛이 좋음
110_9,5,8064_0,최근까지 가장 즐겨 마셨던 맥주이고
110_9,6,7171_0,자주 접하는 맥주이고
110_9,7,10042,제일 많이 마셔봐서 익숙한 맛
110_9,8,1289_0,아사히 생맥주를 자주 마셨는데 적당히 부드럽고
110_9,9,10081,아사히 맥주를 마셨을때 가장 맛있었습니다
110_9,10,6585_0,광고에서 가장 많이 접하고
110_9,11,10206,자주 마시는 맥주 이다
110_9,12,9326,아사히는 맥주 맛이 진하면서 부드러워 즐겨 마신다
110_10,0,2985,담백한 맛
110_10,1,2598,담백한맛
110_10,2,9593,맛이 담백해서
110_10,3,2196_0,맛이담백하다
110_10,4,3841,맛이 담백
110_10,5,7665_2,담백한 맛
110_10,6,3164_0,맛이담백하고
110_10,7,5796,맛이 담백함
110_10,8,5966_0,맛이 담백하고
110_10,9,5631_1,담백한 맛
110_10,10,1443_1,맛이 담백하다
110_10,11,4332_0,맛이 담백하고
110_11,0,5939_0,맛이 입맛에 맞고
110_11,1,5934,맛이 입맛에 맞아서
110_11,2,10051,쌉쌀한 맛이 입맛에 맞는다
110_11,3,4258,맥주맛이 입맛에 맞아서
110_11,4,3010_1,부드러운 맛이 내 입맛에 맞아서
110_11,5,9533,맛이 좋으며 입맛에 맞다
110_11,6,6886,맥주맛이 입맛에 맞다 
110_11,7,6224,맛이 입맛에 맞다
110_11,8,8301,맥주 맛이 내입맛에 맞다
110_11,9,3749,맛이 입맛에 맞아서
110_11,10,4089,맥주맛이 내 입맛에 맞아서
110_11,11,80,맛이 입맛에 맞음
110_12,0,7756,이름이 재밋다
110_12,1,3878,이름
110_12,2,7627_1,이름이 독특했다
110_12,3,1712_0,이름도 쉽고
110_12,4,3526_0,칼로리가 낮음  광고가 신선해서 기억에 남음  깔끔하고
110_12,5,1479,이름이 익숙해서
110_12,6,8143,이름이 이뻐요
110_12,7,2577,이름이 좋다
110_12,8,4415,브랜드 이름이 좋아서
110_12,9,249_1,맥주 이름이 좋다
110_12,10,5816_2,뭔가 더 시원하고
110_13,0,5829_0,내 입맛에 맞는거 같다
110_13,1,62_1,맛도 제일괜찮은거같아서
110_13,2,4003,국산맥주와는 다른맛이 나는거같아서
110_13,3,5816_1,생맥주를 마실 떄 아사히가 가장 맛있었다
110_13,4,9511_1,가장 익숙한맛이다
110_13,5,5354,최근마신 맥주중에 가장 맛에서 가장 기억에 남는다
110_13,6,388,가장 맘에 드는 깔끔한 맛이라서
110_13,7,1596,가장 대중적인 맥주라서
110_13,8,2939_1,깔끔한 맛이 괜찮은거 같다
110_13,9,5345,제일 맛이 괜찮은거같다
110_14,0,9499_1,맛도 색다른것 같다
110_14,1,4670_1,다른 맥주와는 색다른 맛이 나기 때문에 달달한 뒷맛이 제일 마음에 듬
110_14,2,4009_0,맛이 색다르고
110_14,3,3201_1,먹는 방법이 색다르다
110_14,4,396_1,색다른 맛이 있기때문입니다
110_14,5,9491,거품맛이 색다르다
110_14,6,5158_1,광고가 색다르다
110_14,7,4192,색다른 맛
110_14,8,10145_0,일단 광고가 색다르고
110_15,0,9275_0,라이트라서 칼로리가 낮고
110_15,1,5546_0,칼로리가 다른 맥주보다
110_15,2,1381_0,저칼로리에 시원하고
110_15,3,5109_0,칼로리가 다른 맥주보다
110_15,4,1396_0,칼로리가 낮다는 광고
110_15,5,3890,칼로리가적어서
110_15,6,7358,칼로리가 부담되는데 저칼로리 맥주라서
110_15,7,10001,칼로리가적어서
110_15,8,2408_0,칼로리는 낮으면서 탄산이 많아서 좋습니다
110_16,0,5037_2,광고가 재미있고
110_16,1,9633_1,광고가 재미있다
110_16,2,1678_0,광고도 재미있고
110_16,3,1505_0,광고가 재미있고
110_16,4,8161_1,광고도 재미있고
110_16,5,1907_0,광고도 재미있고
110_16,6,9935_1,일본광고가 상당히 재미있다
110_16,7,10140_1,깔끔함 광고를 통해 재미있는 이미지
110_17,0,6251,행사때 전용잔을 받았는데 그때부터 호감
110_17,1,829_1,전용잔에 따라먹는 재미
110_17,2,6769,상큼한 맛 전용잔에 먹는 재미 따르는 재미
110_17,3,5871_1,전용잔에 재미
110_17,4,3969_1,전용잔에 먹는게 좋다
110_17,5,4075_1,호가든 전용잔에 맥주를 따라 먹는 재미가 있습니다
110_17,6,4407,상큼한 맛 전용잔에 따르는 재미
110_17,7,3510_1,전용잔을 사용한다는 점에서 매력있음
110_18,0,3320,호감이가서
110_18,1,4418_0,호감이 간다
110_18,2,7638,맛이 좋아서 호감이 간다
110_18,3,8333,호감가는 명칭
110_18,4,2609_1,요즘 광고도 호감이 간다
110_18,5,8813_1,호감을 가지게되었음
110_18,6,8622,CF모델이 호감이라서 제품도 호감이간다
110_18,7,93_0,우선맥주맛이좋아서호감이가고
110_19,0,7609_0,대표적으로 카스를많이들 먹고
110_19,1,5659,아사히는 일본의 대표적인 상징적인 맥주이기 때문에
110_19,2,5656,시원함을 대표하는 맥주라서
110_19,3,5561,대표브렌드라서
110_19,4,5998,대표적으로
110_19,5,7697,한국의 대표
110_19,6,7943,대표적임
110_19,7,6605,대표적인맥주
110_20,0,5799_2,하이트는 쉰내가 나고
110_20,1,8995_0,입맛에맛고
110_20,2,9514,톡쏘는 맛이 내입맛에 맞기때문
110_20,3,9063_2,넘기기 좋은 것 같음 내 입맛에 맞음
110_20,4,7978,하이트 맥주가 제일 시원한느낌이 들어서
110_20,5,5400,카스가 그냥 내 입맛에 맞아서
110_20,6,6188_0,맛이 하이트보다
110_20,7,7976,맥주맛이 내입맛에 딱 맞아서
110_21,0,8620_0,이름도 이쁘고
110_21,1,1076_1,디자인이이쁘다
110_21,2,22,디자인이 이쁨
110_21,3,5882,디자인이 이쁘다
110_21,4,5514,디자인이 이쁘다
110_21,5,9072,젊은모델이 이뻐서
110_21,6,3956,디자인이 이뻐서
110_21,7,9478,맥주맛이 좋아서 디자인도 이쁘다
110_22,0,4978_0,맛이 타 맥주보다
110_22,1,3933,맥주의 맛
110_22,2,9921,맥주맛때문에
110_22,3,5756,맥주 맛이 좋기 때문에
110_22,4,3277_0,맛이 다른 맥주보다
110_22,5,10152_1,시원한 맛 때문에
110_22,6,4238_0,뭔가 시원한 맛이 있고
110_22,7,7152,맥주의 맛
110_23,0,7814_1,맥주 맛도 괜찮은거 같고
110_23,1,5767_1,디자인도 괜찮고
110_23,2,10202_0,맥주 광고도 괜찮고
110_23,3,8635,맛이 젤 괜찮다
110_23,4,2460,맥주 맛이 제일 괜찮음
110_23,5,10057,가격대에 비해 맛이괜찮다
110_23,6,8346,맥주 맛이 제일 괜찮음
110_23,7,6094,맛이 깔끔하며 가격도 괜찮다
110_24,0,5040_0,광고의 영향인지는 모르겠으나 맥주맛이 더 깊고
110_24,1,1232_4,광고에는 별 관심이 없지만 광고영향때문에 무의식적으로 사는 것 같기도 합니다
110_24,2,7487_0,카스 광고를 많이 봤기때문에 영향을 줬던 것 같다
110_24,3,564_1,광고의 영향을 받음
110_24,4,5184_0,Cf의 영향도 좀 있었고
110_24,5,8719,광고의 영향을 받아서
110_24,6,6500,광고의 영향 카스
110_25,0,8155_2,일본맥주다
110_25,1,2086_0,맛이 다른 제품보다
110_25,2,7227_1,다른 제품들과 비교해 가장 괜찮은 맛이다
110_25,3,2640_0,일본맥주이고
110_25,4,7541,일본맥주라서 이미지상
110_25,5,3140,일본맥주라서요
110_25,6,8410,일본맥주의 깔끔함이 좋다
110_26,0,5171_0,맥주의맛이 시원하고
110_26,1,3152_0,맥주맛이 시원하고
110_26,2,7276_5,느낀 국산 맥주가 MAX 였습니다
110_26,3,2291,맥주맛이 시원해서
110_26,4,1258_0,생맥주 맛처럼 시원하고
110_26,5,5337_0,맥주의 거품과 맥주가 고급스럽게 느껴지고
110_26,6,4478_0,맥주가 시원하고
110_27,0,4352,생맥주라그런가 새로운맛
110_27,1,403_0,맛이 새롭고
110_27,2,5864_0,새롭고
110_27,3,9472_0,새로운 공법과 신선한 맛 그리고
110_27,4,4880_0,새롭고
110_27,5,4988_1,새로운 이미지이며 맥주맛도 산뜻한것 같아서
110_28,0,6595,그냥 내 입맛에 제일 잘 맞아서
110_28,1,9104,내 입맛에 제일 잘 맞다
110_28,2,5631_0,맛이 입맛에 가장 맞다
110_28,3,2808,카스가 내 입맛에 맞아서
110_28,4,7835_3,네입맛에 잘맛는다
110_28,5,6022_1,입맛에 잘 맛는다
111,0,4195_0,흔히들 마시는 카스 하이트와 다르고
111,1,2509_3,사는건 하이트뿐인거같다
111,2,3471_5,하이트 제로까지 나와서 이미지가 좋아보인다
111,3,1106_1,하이트라고
111,4,6765,하이트
111,5,7091_1,하이트 보다
111,6,686_2,하이트는 약간 물이 많이 섞인 느낌이고
111,7,3471_3,주위 사람들도 하이트를 많이 찾아서 그런지 나도 같이 먹게 된다
111,8,1364_1,주변사람들도 하이트를 선호해서
111,9,4106_0,카스하이트이런거보다
111,10,2297_0,일단 맛있어요 음 다른 카스나 하이트 보다
111,11,707_0,1하이트의 맛이 입맛에 맞고
111,12,986_0,처음으로 마셔본 맥주가 하이트라서 하이트맛을 제일좋아해요 또 한국에서 알아주는 맥주는 하이트고
111,13,725_2,하이트를 잘 표현한것같아서 좋아한다
111,14,4873,하이트굿 맛있어서요광고도 좋구요
111,15,1147,시원함 하이트 보다는 부드러움
111,16,6916,처음 마셔본 맥주가 하이트 였음 그후로 하이트를 자주 마심
111,17,5849_0,항상 즐겨먹는 맥주가 하이트였고
111,18,6991_1,비슷하게 접근성이 좋은 하이트보다
111,19,10374_2,하이트에 비해 쓰지 않고
111,20,5977_0,기존하이트보다
111,21,10020_1,이전과는 다른 하이트 맥주의 풍미
111,22,6172_1,김연아가 하이트 선전할때 노래가 귀에 달라붙고
111,23,5849_1,집에서 자주 먹는 맥주가 하이트여서 가장 입맛에 맞습니다
111,24,4539_2,하이트는 약간 싱겁고
111,25,850_4,하지만 전 하이트가 제일 좋은것 같아요
111,26,8961_3,생각합니다우리나라에서 하이트의 상표를 모든연령대가 기억을 한다고
111,27,1617,하이트
111,28,5471_2,있지만 그래도 사람들이 제일 많이 찾는건 하이트 인걸로 알고있습니다
111,29,5471_8,그래서 저는 하이트를 제일 좋아합니다
111,30,456_1,나 역시 하이트를 주로 마시고
111,31,7875_3,하이트보다
111,32,5835,하이트 맥주 맛이 좋아서
111,33,4562_0,하이트가 맛있고
111,34,10039_2,하이트에서 신경써서 만든 맥주라고
111,35,4183_0,하이트는 부산으로 와서 먹기 시작했는데 카스먹다가 하이트를 먹으니 좀더 부드러운 것 같았습니다
111,36,9554,하이트가 제 입맛에 가장 맛있었습니다
111,37,2423_0,집에서 자주 먹는 캔맥주가 하이트이기 때문에 처음 접한 맥주가 하이트였다
111,38,6122_0,하이트오래되고
111,39,5254_1,부모님께서 하이트를 드시곤 합니다
111,40,9084_0,하이트만 몇년째 마시고
111,41,6172_0,일단 하이트 맥주가 입맛에 가장 맞고
111,42,1006_0,군대 시절 하이트맞나 밖에 없었는데 하이트와 맛이 다르고
111,43,82,정확한 이유는 없으며 예전부터 하이트만 먹어왔음
111,44,4017_0,하이트보다
111,45,4359_0,하이트보다
111,46,5004_0,가장 대중적이면서도 그 상표를 보면 딱 하이트라고
111,47,6674,처음마시기 시작할때부터 하이트를 많이 마셔서 그냥 맥주하면 하이트를 찾게되는 것 같습니다
111,48,2509_0,하이트가 맥주맛이 제일 낫다
111,49,6997_1,모델로 쓰고난후부터 하이트만 챙겨마시게 됐다
111,50,6997_2,그후부터 입맛에 베여서 하이트만 찾는다
111,51,5644,하이트는 맛없어서
112,0,2267_11,아사히 생맥을먹고나면 꼭 생기는 엔젤링을 보는 재미도 있다
112,1,2748,엔젤링때문에
112,2,4450,맥주가 맛있기 때문이다
112,3,35,거품 엔젤링때문에
112,4,9586,엔젤링
112,5,6860_2,엔젤링 확인하며 마시는 재미도 있다
112,6,6215_4,전혀 물에 탄듯 싱거워지는 맛이 없다
112,7,5764_1,엔젤링이라는 광고효과도 톡톡하게 본 것 같다
112,8,3570,엔젤링
112,9,9486,엔젤링
112,10,7418,엔젤링 맛 광고효과 시원함 산뜻함
112,11,2332_1,첨가물이 적어서 좋다
112,12,6798,엔젤링
112,13,7855,깔끔한 맛 엔젤링
112,14,5456_0,생맥주를 마실 경우 거품이 제일 맛있고
112,15,342,맥주의 맛 특히 거품이 정말 맛있습니다
112,16,8127_1,맥주가 맛있었던 것 같음
112,17,3254,국산맥주 치고는 맛있어서
112,18,9291_1,깊은 맛이 있음 물맛이 안나서 좋다
112,19,9081_1,맛있는 맥주인거같다
112,20,964,맥주가 맛있으니 상표또한 눈에 들어오는거에요 
112,21,5606,엔젤링
112,22,7432,맛있음 깔끔함 맥주같지 않음
112,23,3785,엔젤링
112,24,6408,음료수 처럼 맛있는 맥주
112,25,4011_1,기네스 맥주는 참 맛있다
112,26,8176,엔젤 링
112,27,7593_0,일본여행을 자주가는데 생맥주는 기린맥주가 가장 맛있고
112,28,3724_1,하이넥켄만의 엔젤링과 거품을 좋아한다
112,29,5544,깔끔하면서 깨긋한 뒷맛과 더블어 시각적인 즐거움엔젤링
112,30,7728,엔젤링
112,31,2816_1,풍부한 거품과 엔젤링이 좋음
112,32,272_1,물맛이 좋다
112,33,1283_1,쿨러링이 있어서
112,34,931,맥주가 맛있어서부드러워서
112,35,3767,엔젤링
112,36,1508,맥주가 맛있어보이는 보리색이라서
112,37,7630,엔젤링이 매우 부드럽다
112,38,6680_1,맛도 좋음 특히 병의 목 부분이 길어 맥주가 넘어오는게 눈으로 보여 더 맛있다고
112,39,5453,차승원이 선전하는 아사히 엔젤링을 보면서 꼭 먹고싶었다 
112,40,1248_1,개인적으론 기네스 맥주가 다른 맥주에 비해 맛있기도 맛있지만 부드럽게 넘어가는 입맛에 잘 맞습니다
112,41,9148,맥주 거품이 맛있어서
112,42,4754_0,맥주 색이 맛있고
112,43,2206_0,일본에 신혼여행 갔었는데 삿포로 생맥주가 정말 맛있다고
112,44,5321,물맛이 깔끔하다
112,45,1782_2,맥주도 맛있기 때문
112,46,9990,엔젤링
112,47,9585,일단 광고가 정말 맥주가 맛있어보이게 나옴
112,48,8122,내가 젤 맛있게 먹었던 맥주
112,49,203,부드러운 맛 엔젤링
112,50,4053,엔젤링 광고를 통해 럭셔리한 느낌
113,0,5134_0,술의 씁쓸함과 톡쏘는맛 그리고
113,1,379,청량감이 일품임
113,2,190_1,씁쓸한 맛이 일품이다
113,3,9906_1,맛이 괘찮았음
113,4,5898,병으로 먹는 호가든을 시원한 잔에 부어서 먹는 맛이 일품
113,5,1662_1,덜 씁쓸한맛이 남 그리고
113,6,6923,부드러운맛이 일품이다
113,7,7569,부드러운 느낌이 좋아서
113,8,798_3,맛또한 일품 이겠죠
113,9,5041_2,씁쓸하고
113,10,2855,씁쓸한맛이 나며 거품이 약간의 커피맛이 난다
113,11,2692,톡쏘는 느낌이 좋아서
113,12,7971_1,씁쓸하면서 고소한맛이 강하다
113,13,1320_1,개인적으로 상큼한느낌이 좋아요
113,14,5020_1,거품이 맛남 약간씁쓸한 맛이 좋음
113,15,3427,맛이 강한 느낌이 좋아서
113,16,1216,쌉싸름한 맛이 일품
113,17,554_1,시원하게 쏘는 맛이 일품입니다
113,18,3010_0,씁쓸함이 적고
113,19,5360_1,괜찮
113,20,740,구수한 맛이 일품
113,21,4495,톡 쏘는 느낌과 씁쓸한 맛이 좋아서
113,22,1646,씁쓸한 맛이 좋음
113,23,33,시원한느낌이 좋아요
113,24,9300,톡쏘는 청량감과 구순한 맛이 일품
113,25,3989_0,맥주의 씁쓸한 맛이 좋고
113,26,7114_1,톡쏘는맛이 일품
113,27,2822_0,톡쏘는 맛이 일품이다
113,28,3374_2,씁쓸한 맛이 나서 좋다
113,29,3228,달달한 맛이 일품
113,30,4906,깔끔한 느낌이 좋아서
113,31,9118_0,씁쓸하고
113,32,10147,카스의 특유의 깔끔한맛과 톡쏘는맛이 일품이어서
113,33,259_1,부드러운 크림맛이 일품
113,34,3971_0,약간 씁쓸하고
113,35,608_2,맛이 괜춘다
113,36,945,톡쏘는 느낌이 좋아서
113,37,9794_0,씁쓸하고
113,38,6215_3,따라마시면 깔끔하면서 시원한 맛이 일품이다
113,39,684,강한맛과 톡쏘는 느낌이 좋아서
113,40,44,특유의 향과 맛이 일품이다
113,41,9262,톡쏘는 맛이 일품
113,42,435,프리미엄의 느낌이 좋아서
113,43,1677_0,맛이 괜찬고
113,44,6874_1,씁쓸함
113,45,3548,씁쓸함
113,46,8477_5,쌉쌀한 맛이 일품이라고
113,47,3964_1,또한 맛이 일품임
113,48,3022_1,진한 맛이 일품이다
113,49,2_0,씁쓸한 맛이 좋다
113,50,2749_0,거품맛이 일품이고
113,51,9555_1,고소한맛이 일품
113,52,7819_1,톡쏘는 맛이 일품이며 마시고
113,53,10247,거품이 일품이다
114,0,7874_0,카스가 목넘김이 좋은데 라이트기 때문에 다이어트에도 좋을 거라고
114,1,4494_3,탄산이 너무 안 심해서 좋았음
114,2,8890_0,탄산도 적절하고
114,3,3736_1,탄산이 많아서 약간 쓴맛은 있지만 그 탄산때문에 더 맛있어서 탄산이 제일 많은 하이트를 자주 마십니다
114,4,3026_2,탄산이 풍부하다
