KEY,doc,raw_doc_tu
8798,맛이 신선하다,맛 신선
8799,"가장 쉽게 접할 수 있고, 가장 전형적인 맥주맛인것같다.",접하 수 전형 맥주 맛 것
8800,시원하고 톡쏘는 맛이 있고 부드럽다,시원 맛 부드럽
8801,깔끔하고 마실 때 부담없는 디자인이다. 무엇보다 맛있다.,깔끔 마시 때 부담 디자인 무엇 맛있
8802,맥주의 진한 향을 안좋아하는데 d는 부드럽고 가격도 저렴해서,맥주 진하 향 좋아하 부드럽 가격 저렴
8803,맛있고 광고가 재미지다,맛있 광고 재미
8804,구수하고 톡쏘는맛,구수 맛
8805,부드러운 맛 때문    다른 맥주에 비해 쓴맛이 덜함,부드럽 맛 때문 맥주 비하 쓴맛 덜하
8806,맛이좋아서,맛
8807,간단하고 먹어보니 맛이 좋앗음,간단 맛 음
8808,목넘김의 부드러움과 깔끔함,목 넘기 부드럽 깔끔
8809,맛이 진해서,맛 진하
8810,구수한 맛이 너무좋다  카스나 하이트는 톡쏘는 맛이 강하고 드라이하게 느껴지는 반면에  오비는 구수하고 진하고 깊은 맛이 마음에 든다,구수 맛 카스 하이트 맛 강하 드라이 느끼 반면 오비 구수 진하 맛 마음
8811,깔끔함,깔끔
8813,네덜란드에서 공장에 직접 방문해보고 호감을 가지게되었음,네덜란드 공장 방문 호감 가지
8814,마실때 시원해서,마실 때 시원
8815,늘 즐겨먹던거라서 그냥 흔하게 먹음,즐기 거 흔하
8817,부드러워서,부드럽
8818,맛이 좋아서,맛
8819,젊고 활기찬느낌이있어서  마시기시작하고나서는 거의 카스를 마십니다.,활기차 느낌 마시기 시작 나서 카스 마시
8820,레몬을 넣어 마시면 특유의 상큼함과 목넘김이 좋다,레몬 마시 특유 상큼 목 넘기
8821,딱히 이유는없음,이유
8822,무무,무무
8823,맛이 깔끔함,맛 깔끔
8824,이름에서 신선한 느낌이 난다,이름 신선 느낌
8825,깔끔하고 보기쉽고 파란색이좋다,깔끔 파란색
8826,맛있다,맛있
8827,목넘김이 좋다,목 넘기
8828,시원하다,시원
8829,친근하게 느껴지고 젊은 감각이 느껴진다,친근 느끼 감각 느끼
8830,부드러운 목넘김,부드럽 목 넘기
8831,카스의 맛과 가격,카스 맛 가격
8832,상쾌함,상쾌
8833,맛은 무난하고 라이트라 열량이 적을거같아서,맛 무난 라이트 열량 거
8834,맛이 좋고 알콜 도수가 적당,맛 알콜 도수 적당
8835,톡쏘는 많이 적고 목넘김이 좋아서,목 넘기
8836,깔끔한맛,깔끔 맛
8837,순한맛,순하 맛
8838,맛이 좋아서,맛
8839,맛있고 부담없고 이벤트도 자주한다,맛있 부담 이벤트
8840,맛이 가장 좋다. 시큼만 맛이 덜하다.,맛 시큼 맛 덜하
8841,일단 제일 입에 맞기 때문에 선호하는 편이다,제일 입 때문 선호 편
8842,풍부한 거품,풍부 거품
8843,맛있기때문이다,맛있 때문
8844,시원해보여서,시원
8845,싸고 맛이 좋아서,맛
8846,진한 맛이 좋음,진하 맛
8847,맛있어서,맛있
8848,칼로리가 낮고 톡쏘는맛이 시원하다,칼로리 맛 시원
8849,맛,맛
8850,제일 맛있고 주변 친구들도 좋아해서 같이 먹을수 있기 때문에,제일 맛있 주변 친구 좋아하 수 때문
8851,맛이 깔끔하다,맛 깔끔
8852,맛이 독특해서,맛 독특
8853,가장 맛이 있다,맛
8854,너무 쓰지 않고 시원하게 넘어가는 맛이 좋아서,시원 넘어가 맛
8855,청량감이 느껴지고 톡쏘는 맛이 있어서 시원한 느낌을 준다  평준화된 맛인것 같고 많이 보편화되있어서,청량감 느끼 맛 시원 느낌 평준 맛 것 보편 되
8856,시원함,시원
8857,"맛있다, 목 넘김이 좋다",맛있 목 넘기
8858,즐겨마셔서,즐기 마시
8859,익숙하고 부드러운 맛,익숙 부드럽 맛
8860,산토리 맥주는 맛있다,산토리 맥주 맛있
8861,톡쏘는 맛이 좋다,맛
8862,맛이나 가격을 떠나서 고대필기체느낌이 고급스럽고 코로나맥주의 트레이드마크라는 사실이 고정되어 이미지와 상표를 잘 연결하고 있다,맛 가격 떠나 고대 필기체 느낌 고급 코로나 맥주 트레이드마크 사실 고정 이미지 상표 연결
8863,깔끔한 맛,깔끔 맛
8864,상쾌하고 깨끗한 맛,상쾌 깨끗 맛
8865,맛이 깔끔하다,맛 깔끔
8866,시원한맛,시원 맛
8867,맥주맛이 풍부하고 시원하고 깔끔하다,맥주 맛 풍부 시원 깔끔
8868,목넘김이깔끔합니다,목 넘기 깔끔
8869,자주 마시기 떄문에,마시
8870,부드러운 맛과 목넘김,부드럽 맛 목 넘기
8871,자주 먹어서 익숙하고 입맛에 맞아서,익숙 입맛
8872,하이네켄 로고 디자인 컬러 광고가 맘에 들었고  맥주맛도 부드럽고 맛있어서.,하이네켄 로고 디자인 컬러 광고 맘 맥주 맛 부드럽 맛있
8873,맛있다 청량감도 좋고 거품도 부드럽다,맛있 청량감 거품 부드럽
8874,맛이 부드러움,맛 부드럽
8875,한번 먹어봤는데 다른맥주보다 맛있어서,번 맥주 맛있
8876,부드러워서 마시기 편하다,부드럽 마시 편하
8877,깔끔해서,깔끔
8878,맛이 깔끔하고 뒷맛이 개운함,맛 깔끔 뒷맛 개운
8879,기본적인 맛이고 쉽게 구입할수 있고 행사도 자주해서...,기본 맛 구입 수 행사
8880,맥주 많이 진하고 풍부하다.,맥주 진하 풍부
8881,"목넘김이 좋고, 맛있다.",목 넘기 맛있
8882,시원하고 맛이좋다,시원 맛
8883,약간의 달달한 맛이 나면서 맥주특유의 구수한듯한 보리맛이 좋습니다.,약간 맛 맥주 특유 구수 듯 보리 맛
8884,"호가든에서 나는 옅은 오렌지향, 목넘김 좋음",호가든 나 오렌지 향 목 넘기
8885,고급스럽다,고급
8886,국산 맥주중에서 가장 특색이 있고 컨셉도 확실하다.  도수가 낮고 맛도 부드러워서 목넘김이 좋다.,국산 맥주 중 특색 컨셉 확실 도수 맛 부드럽 목 넘기
8887,"맥주 맛이 좋고, 가장 대중적으로 마실수 있는 맥주이기   때문입니다",맥주 맛 대중 마시 수 맥주 때문
8888,대중적인 부드러운 맛  합리적인 가격,대중 부드럽 맛 합리 가격
8889,"지금껏 줄곧 마셔온 맥주이고, 딱히 단점을 찾기 힘들어 계속 마시고 있음",마시 맥주 단점 힘들 마시
8890,"탄산도 적절하고, 뭔가 맛도 깊은 것 같아서.",탄산 적절 뭐 맛 것
8891,가볍게 먹을 수 있어서,가볍 수
8892,맛있음,맛있
8893,익숙한 맥주라서,익숙 맥주
8894,부드럽다,부드럽
8895,제일 쓰지 않음,제일
8896,라이트! 느낌상 덜 찔거 같음.  카스 프레쉬에 비해서 맛이 더 깔끔함,라이트 느낌 거 카스 프레 비하 맛 깔끔
8897,쉽게 구할 수 있어서,구하 수
8898,맛있어서,맛있
8899,라이트니까 왠지 살이 더 찔것같아서요ㅠ,라이트 살
8900,계속 먹던것이고 맛이 깔끔해서 좋다,것 맛 깔끔
8901,맛있는 청량감이 너무 좋습니다.,맛있 청량감
8902,부드럽고 보리맛이 상쾌함,부드럽 보리 맛 상쾌
8903,맛있음,맛있
8904,광고를 자주봤고 맥주코너에 가도 카스가 제일 큰 문구로 표착되어있어서 찾기 쉽고 맛있습니다.,광고 맥주 코너 카스 제일 문구로 표착 맛있
8905,부드러움,부드럽
8906,사람들이 많이 시켜서,사람 시키
8907,상표 글씨체가 이것을 먹고싶게함,상표 글씨체 이것
8908,맛이 상쾌하다,맛 상쾌
8909,맛과 향이 좋아서,맛 향
8910,맛이 깔끔하다,맛 깔끔
8911,병이 예쁘다.,병 예쁘
8912,시원한 느낌이 든다.,시원 느낌
8913,상표가 한눈에 들어온다   한번 들었을때 기억하기 쉬운 이름이다  맥스라는 맥주의 이미지가 좋다  ,상표 한눈 들어오 번 때 기억 이름 맥스 맥주 이미지
8914,신선하고 톡쏜다,신선
8915,"풍부한 맥주본연의 맛, 고급스러운 이미지",풍부 맥주 본연 맛 고급 이미지
8916,청량감이 많은 흑맥주,청량감 흑 맥주
8917,맛있고 인지도가 높음,맛있 인지도
8918,맛이 부드럽고 내 취향에 맞다,맛 부드럽 내 취향
8919,목넘김,목 넘기
8920,맥주 맛이 깊고 풍부하다. 또한 가격도 저렴하다,맥주 맛 풍부 가격 저렴
8921,끝맛이 다른 맥주에 비해 깔끔해서 좋다,끝 맛 맥주 비하 깔끔
8922,맛이 좋아서,맛
8923,병 색이 맘에듬  유럽챔피언스리그 후원 등 이미지가 맘에듬  맛이 깔끔함,병 색 맘 에 유럽챔피언스리그 후원 등 이미지 맘 에 맛 깔끔
8924,가장목넘김이부드럽고맛있다,가장 목 넘기 부드럽 맛있
8925,탄산때문에 목넘김이 더 부드럽다   ,탄산 때문 목 넘기 부드럽
8926,맛이 깔끔하다,맛 깔끔
8927,효모가 살아있다,효모
8928,순하고 목넘김이 부드럽고 뒤끝이 깔끔하고 많이 마셔도 다음날 숙취가 별로 없다,순하 목 넘기 부드럽 뒤끝 깔끔 마시 다음날 숙취
8929,맛이있고 광고가이색적이어서,맛 광고 가 이색
8930,다른 브랜드에 없는 진한 맛.   그리고 첫 해외 여행에서 맛보았던 첫 맥주라는 이미지때문.,브랜드 진하 맛 해외 여행 맛보 맥주 이미지 때문
8931,깔끔한맛,깔끔 맛
8932,맛이 평범하다  그리고 이종석이 광고해서ㅋㅋ,맛 평범 이종석
8933,이국적인 맛이 좋습니다.,이국 맛
8934,상쾌한맛이난다,상쾌 맛
8935,이중에서 제일 맛있다.,이중 제일 맛있
8936,흑맥주를 좋아해서,흑 맥주 좋아하
8937,현지에서 처음 마실때의 분위기와 맛 때문임.,현지 처음 마실 때 분위기 맛 때문
8938,대중들이 제일 즐겨찾는 맥주라서,대중 제일 즐기 맥주
8939,부드러운거품 & 쌉싸름함,부드럽 거품
8940,딱쏘는맛이 깔끔하고 맛있다,맛 깔끔 맛있
8941,시원함,시원
8942,부드럽고 목넘김이 좋다,부드럽 목 넘기
8943,강예빈의 섹시함과 김준현의 코믹함이 발산하는 시너지 효과,강예빈 섹시 김준현 코믹 발산 시너지 효과
8944,넘어가는게 깔끔함,넘어가 깔끔
8945,레몬처럼 상큼한 느낌이 들어서,레몬 상큼 느낌
8946,부드러움,부드럽
8947,예전부터 먹어왔고 용량도 적당해서,예전 용량 적당
8948,부드러운 목 넘김,부드럽 목 넘기
8949,시원한 맛과 한국적인 이미지가 좋다.,시원 맛 한국 이미지
8950,여자가 먹기에 부담없다,여자 부담
8951,맛이 좋아서,맛
8952,맛있고 즐겨마시는 맥주이기 때문에,맛있 즐기 마시 맥주 때문
8953,    순하고 목넘김이 부드럽고 깔끔하다,순하 목 넘기 부드럽 깔끔
8954,깨끗하다,깨끗
8955,맛이 깔끔하고 시원하다.,맛 깔끔 시원
8956,브랜드인지도도 높고 젤 깔끔하고 광고도 젤 마니 생각난다,브랜드 인지도 젤 깔끔 광고 젤 생각나
8957,맥주를 마실때 가장 부드러운 느낌이 있었음,맥주 마실 때 부드럽 느낌
8958,시원함과 청량감,시원 청량감
8959,그냥 대중적이여서,대중
8960,"가장 많이 마셔서 익숙하고, 맥주 맛은 딱히 모르겠다",마시 익숙 맥주 맛 모르
8961,일단 가장 대중적이며 소비자가 친근히 다가갈수 있는 상표라고 생각합니다.아무리 상표가 (로고)가 좋다고 해도 대중적이지 못하면 그상표는 빛을 바래지 못하므로 모든 연령대가 금방알수 있는 상표가 성공한 상표라고 생각합니다.우리나라에서 하이트의 상표를 모든연령대가 기억을 한다고 생각하므로 친근성과 구매성 모드 갖춘 상표라고 생각합니다.하이트의 상표자체는 소비자들이 구매했을때의하이라는 높은 어톤이 구매감각을 늘리기에 참으로 신선합니다.,대중 소비자 다가가 수 상표 생각 상표 로고 대중 상표 빛 바래 연령 수 상표 성공 상표 생각 우리나라 하이트 상표 연령 기억 생각 친근 구매 모드 갖추 상표 생각 하이트 상표 자체 소비자 구매 때 의하 어 톤 구매 감각 늘리 신선
8962,맛도 있고 상표디자인이 마음에 들어서,맛 상표 디자인 마음
8963,끝맛이 깔끔해서 좋다,끝 맛 깔끔
8964,맥주색깔이 이뻐 보이고 상표도 고급스럽다,맥주 색깔 보이 상표 고급
8965,구수한 흑맥주맛이요,구수 흑 맥주 맛
8966,입에 맞는다,입
8967,풍부하면서 더욱 깊은맛으로 고소하여 맥주만 안주없이 마셔도 딱 좋다,풍부 맛 고소 맥주 안주 마시
8968,깨끗하고 시원한 맛이 나서,깨끗 시원 맛 나서
8969,맛이 깔끔하다,맛 깔끔
8970,맛이 좋다,맛
8971,"시원한 느낌, 광고가 좋아서",시원 느낌 광고
8972,젤기억에남고 맛있는것 같아서.,젤 기억 맛있 것
8973,칼로리가 적다고 해서,칼로리
8974,청량감,청량감
8975,맛이 깔끔한 거 같아서,맛 깔끔 거
8976,맥주 본연의 맛,맥주 본연 맛
8977,제일 맛있어서,제일 맛있
8978,가장 거품이 풍부한듯,거품 풍부 듯
8979,씨에프음악이 좋아서,씨 에프 음악
8980,깔끔하다,깔끔
8981,네임드  믿고마심.  ,임 드 마시
8982,싸한맛,맛
8983,맛있다,맛있
8984,"대중적으로 많이 알려져있고, 손쉽게 주위환경에 노출되있다보니  자연스럽게 손이 많이 가게되었으며, 가격도 외국브랜드보다 국산브랜드가 가격이 싸기 때문에 좋아하게되었습니다.",대중 알리 손쉽 주위환경 노출 자연 손 가게 가격 외국 브랜드 국산 브랜드 가격 때문 좋아하
8985,맛있음,맛있
8987,너무고급스럽다.,고급
8988,맛있어서,맛있
8989,깔끔하고 쌉쌀한 맛이 좋아서,깔끔 맛
8990,젊은 느낌,느낌
8991,맥주의 깊은맛이 나서,맥주 맛 나서
8992,맛이 깔끔하고  처음 광고에 보여지던 좋은이미지때문에,맛 깔끔 처음 광고 보이 이미지 때문
8993,풍부한 거품..^^,풍부 거품
8994,맛과 향이 다른것에 비해 좋음,맛 향 것 비하
8995,입맛에맛고 대중적이라서 좋아함,입맛 맛 대중 좋아하
8996,맛이좋아서,맛
8997,목 넘김이 좋아서,목 넘기
8998,깔끔하고 시원해보인다,깔끔 시원 보이
8999,맛이 굉장히 부드러우면서도 고소합니다.,맛 부드럽 고소
9000,구수해서,구수
9001,맛이 좋아서,맛
9002,계속 먹던것이고 맛이 깔끔해서 좋다,것 맛 깔끔
9003,맛있음,맛있
9004,맛이 좋다,맛
9005,끝맛이 좋아서,끝 맛
9006,"톡쏘는 맛이 강하기 때문에 샤워나 운동후에 마시면 
기분이 상쾌한 느낌이 들어서 좋아합니다.",맛 강하 때문 샤워 운동 후 마시 기분 상쾌 느낌 좋아하
9007,밀러 생맥주를 마시러 갔었는데 너무 부드럽고 맛있었다,밀러 맥주 마시 부드럽 맛있
9008,영업점에 많이 있어서,영업점
9009,"하이네켄 독자적 에이 이스트를 통해 만들어진 향을 선호함 
네덜란드 암스테르담에서 마신 신선하고 맛있는 하이네켄의 좋은 기억이 호감도를 높여줌",하이네켄 독자 이스트 통하 만들 향 선호 네덜란드 암스테르담 마시 신선 맛있 하이네켄 기억 호감 높이
9010,아무래도 칼로리가 좀 부담스러워서 라이트면서 맛도 괜찮아서,칼로리 부담 라이트 맛 괜찮
9011,맛이 좋고 다른맥주보다 깔끔해서,맛 맥주 깔끔
9012,시원함,시원
9013,가장흔하고 자주보인다,흔하 보이
9014,예전에 광고 카피가 좋아서 ' 그냥 친구가 진정한 친구다 ' 카피 내용,예전 광고 카피 친구 진정 친구 카피 내용
9015,맛이 순하고 시원하다,맛 순하 시원
9016,맛있어서,맛있
9017,국산보다 맛이 깊고 풍부하다,국산 맛 풍부
9018,"일반적으로 많이 상용화 되어있다. 
그냥 일반 보통의 기본적인 맥주인것같다.",일반 상용 일반 보통 기본 맥주 것
9019,끝맛이 깔끔해서,끝 맛 깔끔
9020,가장 깔끔한 맛!!,깔끔 맛
9021,살짝 향긋한 과일향처럼 향이 남아서 좋다.,향긋 과일 향 향
9022,시원하다,시원
9023,홉의 맛이 깔끔함.,홉 맛 깔끔
9024,맛이무겁고좋아서,맛 무겁
9025,맛있다,맛있
9026,최고로 맛있다,최고 맛있
9027,시원해서,시원
9028,맛있어서,맛있
9030,맛,맛
9031,마셨을때의 구수하고 시원한 맛과 청량감때문입니다.,마시 때 구수 시원 맛 청량감 때문
9032,자주 먹는것이기 때문,것 때문
9033,예전부터 먹던 상표 맥주의 기본이랄까,예전 상표 맥주 기본
9034,맛있다,맛있
9035,레몬과 함께 먹는 맛이 좋아서,레몬 맛
9036,맛이좋음,맛
9037,맛이 깔끔함,맛 깔끔
9038,부드러움,부드럽
9039,톡쏘는 맛이 좋다,맛
9040,산뜻함,산뜻
9041,맛이 좋음,맛
9042,맛이 좋다,맛
9043,"한국의 대표적인 맥주이며 톡 쏘는 맛이 가장 일품이고 자극적이지않고, 맛과 향이 아주 좋아서 좋아합니다.",한국 대표 맥주 맛 일품 자극 맛 향 좋아하
9044,깊은 맛이 좋아서,맛
9045,향이 좋아서 맛도 좋음 넘김이 부드러움,향 맛 넘기 부드럽
9046,부드러움,부드럽
9047,자주마시던 맥주라서..,마시 맥주
9048,칼로리도낮고 부담감없이 가볍게 마실수 있다,칼로리 부담감 가볍 마시 수
9049,맛이 깔끔하고 순하다,맛 깔끔 순하
9050,맛이 깔끔하다,맛 깔끔
9051,개인적으로 좋아하는 맛이라서,개인 좋아하 맛
9052,깔끔함,깔끔
9053,향이 좋다,향
9054,다른 맥주 보다 좀 더 부드러운 것 같고 뭔가 고급스러운 느낌이 난다,맥주 부드럽 것 뭐 고급 느낌
9055,주위에서 쉽게 구할수 있어서,주위 구하 수
9056,특별히 그런건 없는데요. 그냥 마시기 편해서 그런지 잘 모르겠네요.,건 마시 편하 그렇 모르
9057,자주 마시는 거라서,마시
9058,마실때 부드럽고 고급스럽다,마실 때 부드럽 고급
9059,친숙한 맛이다,친숙 맛
9060,광고가 좋아요,광고
9061,목넘김이 부드러워서,목 넘기 부드럽
9062,아사히의 약간 묵직한 느끼의 맛을 좋아함,아사히 묵직 느끼 맛 좋아하
9063,"다른 맥주보다 쓴맛이 덜하고 넘기기 좋은 것 같음. 
내 입맛에 맞음.",맥주 쓴맛 덜하 넘기 것 내 입맛
9064,레몬이나 라임과 함께 마시면 가장 맛있음,레몬 라임 마시 맛있
9065,마신후 뒷맛이 제일 깔끔하다,마시 후 뒷맛 제일 깔끔
9066,탄산이 잘살아있다,탄산 잘살
9067,깔끔한맛 대중적이다,깔끔 맛 대중
9068,맛이 가장 내입맛에 맞는다,맛 내 입맛
9069,신선한 이미지라고 생각함,신선 이미지 생각
9070,끝맛이 깔끔하고 전체적으로 맛이 괜찮아서,끝 맛 깔끔 전체 맛 괜찮
9071,"맥주 맛에 깊이가 있는 것 같고, 구매하기 편하다",맥주 맛 깊이 것 구매 편하
9072,젊은모델이 이뻐서,모델 이쁘
9073,맥주의 깊은 맛을 느낄 수 있어서... (효모 때문인듯..),맥주 맛 느끼 수 효모 때문
9074,"일본에 자주가는데, 아무래도 자주 접하다보니 자연스레 좋아하게 되었습니다. 그리고 엄청 부드러워요",일본 접하 좋아하 부드럽
9075,왠지 고급스러움,고급
9076,맛이 좋아서,맛
9077,맛이 깔끔했다,맛 깔끔
9078,광고가 시원해서,광고 시원
9079,맛이깔끔하고 끝맛이 좋다,맛 깔끔 끝 맛
9080,어느 곳을 가도 쉽게 구입해 먹을 수 있기 때문에,곳 구입 수 때문
9081,최근들어 국내 맥주중에 가장 시원하고 맛있는 맥주인거같다.,최근 국내 맥주 중 시원 맛있 맥주 거
9082,보리맛이 가장 강하게 느껴진다,보리 맛 강하 느끼
9083,"라거를 만드는 하면발효의 원조, 
향이나 쌉싸름한 맛이 제일 취향에 맞는다",라거 만들 하면 발효 원조 향 맛 제일 취향
9084,"하이트만 몇년째 마시고 있는데 다른 맥주에 비해 질리지 않고 하이트맥주만의 특유 진하지 않은 맛이 있다. 맥스나 오비라거 같은 경우에는 처음 몇잔은 맛이 강하고 진해서 괜찮으나 마니 마실경우 너무 질림. 
그거에 비해 하이트는 질리지 않음.",하이트 년 마시 맥주 비하 질리 하이트맥주 특유 진하 맛 맥스 오 비라 거 경우 처음 잔 맛 강하 진하 괜찮 마실 경우 질리 그것 비하 하이트 질리
9085,맛과 디자인 그리고 브랜드,맛 디자인 브랜드
9086,레몬향이 첨가되서 먹기 편해요,레몬 향 첨가 편하
9087,부드럽다,부드럽
9089,"저렴한 가격에 비해 맛이 훌륭함 
거품이 풍부하고 부드러우며 뒷맛이 깔끔해서 좋음",저렴 가격 비하 맛 훌륭 거품 풍부 부드럽 뒷맛 깔끔
9090,목넘김이 부드럽고 맛이 좀 진하다,목 넘기 부드럽 맛 진하
9091,구하기 쉽고 부담스럽지 않은 맛이다,구하 부담 맛
9092,"도수 
",도수
9093,다른 맥주에 비교해서 맛이 좋아서,맥주 비교 맛
9094,"국내 제품이고, 목넘김이 좋아서",국내 제품 목 넘기
9096,맛이 깊고 좋다~ 아주 부수적이지만 병과 캔의 디자인도 괜찮고 럼주형의 출시 상품도 가격이 비싸지만 집에서 먹기 좋다,맛 부수 병 캔 디자인 괜찮 럼주 형 출시 상품 가격 비싸 집
9097,쓴 맛,맛
9098,맛이 부드럽고 깊음,맛 부드럽
9099,부드러워서,부드럽
9100,흑맥주인데 안쓰고 깔끔,흑 맥주 깔끔
9101,단맛이 적당하고 개운한 끗맛,단맛 적당 개운
9102,"뒷맛이 좋아서 
",뒷맛
9103,가벼운 느낌,가볍 느낌
9104,내 입맛에 제일 잘 맞다,내 입맛 제일
9105,맛있고 거의 모든 가게에 다 있음,맛있 가게
9106,적절한 탄산,적절 탄산
9107,맥주맛이 청량감이 있고 시원하고 목넘김이 좋다,맥주 맛 청량감 시원 목 넘기
9108,맛이 진하다,맛 진하
9109,맛이 부드러워서,맛 부드럽
9110,가격도 괜찮고 맛도 괜찮아서,가격 괜찮 맛 괜찮
9111,병맥주의 생김새가 타 브랜드에 비해 상당히 귀엽고 맛도 좋아서,병 맥주 생김새 브랜드 비하 귀엽 맛
9112,톡쏘는 맛이 젤 입맛에 맞다,맛 젤 입맛
9113,어느 술집을 가나 쉽게 접할수 있고 또 처음 맥주를 먹을 때부터 쭉 카스를 마셨기 때문에 익숙하다,술집 접하 수 처음 맥주 때 카스 마시 때문 익숙
9114,가벼워서,가볍
9115,"맥주 종류중 맛이 나와 가장 맞는거 같아서 
",맥주 종류 중 맛 나오 거
9116,흑맥주나 향이 나는 에일류를 좋아하는데 깊은 맛이 좋고 병이나 캔맥주를 사마셔도 안에 들어있는 위젯 때문에 좋은 맛을 느낄 수 있고 위젯이 주는 효과가 미미할지라도 좋은 맥주를 제공하겠다는 의사가 느껴져서 좋다,흑 맥주 향 나 에일 좋아하 맛 병 캔 맥주 사 마시 안 위젯 때문 맛 느끼 수 위젯 효과 미미 맥주 제공 의사 느끼
9117,맛이 있어서,맛
9118,씁쓸하고 진한맛,씁쓸 진한 맛
9119,다른 맥주에 비해 입맛에 맞아서 먹다가 지금은 습관적으로 손이 ㈃求&#65533;,맥주 비하 입맛 지금 습관 손
9120,미국 특유의 깊은 맥주의 맛,미국 특유 맥주 맛
9121,고소한? 깊은? 향과 맛,고소 향 맛
9123,깔끔하다,깔끔
9124,순해서 칼로리도 카스라이트는 낮아서,순 칼로리 카스 라이트
9125,입에맞아서 맥주가 깔끔해서,입 맥주 깔끔
9126,고소함,고소
9127,시원하고 깔끔해서,시원 깔끔
9128,이름에서 느껴지는 고급스러움,이름 느끼 고급
9129,부드러운 맛,부드럽 맛
9130,맛,맛
9131,코로나만의 특유의 맛이 있다,코로나 특유 맛
9132,내 입맛에 맞습니다,내 입맛
9133,버드와이저는 다른 맥주보다 부드러운 맛이 더 강한것 같아서 많이 마시더라도 부담이 덜 하기 때문에 좋아합니다.,버드와이저 맥주 부드럽 맛 강하 것 마시 부담 때문 좋아하
9134,맥주맛이 좋으니깐,맥주 맛
9135,"목넘김이 좋고, 음료에 찬 기운이 사라졌을때에도 맛의 변화가 극심하지 않다.",목 넘기 음료 기운 사라지 때 맛 변화 극심
9136,깔끔함,깔끔
9137,맛이 좋고 가격도 적당,맛 가격 적당
9138,오래봐서 그런지 그냥 카스의 맛이 난다~ 문구에서~ 시원한,그렇 카스 맛 문구 시원
9139,부드러움,부드럽
9140,흑맥주여서,흑 맥주
9141,"맥주 맛이 깔끔하고, 맥주의 색상이 보이는 투명한 병이 신선함과 청량감을 느끼게 한다.",맥주 맛 깔끔 맥주 색상 보이 투명 병 신선 청량감 느끼
9142,"가장 내 입맛에 맞는다. 
필리핀에서 생맥주로 산미구엘을 먹어본 적이 있는데 그 때의 맛을 잊을 수가 없다. 비록 한국에서 먹는 병맥주 산미구엘은 그 때의 맛을 100프로 낼 순 없지만 그래도 여전히 최고의 맥주이다.",내 입맛 필리핀 맥주 산미구엘 적 때 맛 수 한국 병 맥주 산미구엘 때 맛 프로 최고 맥주
9143,씁쓰하고 진한 라거 맥주의 맛,진하 라거 맥주 맛
9144,가장 많이 봐오고 익숙해서 그런것 같다,익숙 것
9145,톡쏘는맛이 강해서 좋고 목넘김이 좋다,맛 강하 목 넘기
9146,"맥주가 부드럽고 맛이 있다. 
다른 제품에 비해 좀 가볍게 마실수 있다.",맥주 부드럽 맛 제품 비하 가볍 마시 수
9147,레몬맛이 상큼하고 좋아서,레몬 맛 상큼
9148,맥주 거품이 맛있어서,맥주 거품 맛있
9149,거품이 부드럽고 목삼킴이 부드럽다,거품 부드럽 목 삼키 부드럽
9150,가장 익숙해서,익숙
9152,맛이 맑고 부드럽다,맛 부드럽
9154,거품이 맛있음,거품 맛있
9155,맛이 시원해서,맛 시원
9156,"쿨하고시원시원해서 
",쿠
9157,맥주가 구수하다 맛이 깊고 보통맥주보다 맛이 깊다,맥주 구수 맛 보통 맥주 맛
9158,목넘김이 부드럽다,목 넘기 부드럽
9159,제 입맛에 맞고 tv광고도 많이해서,입맛 광고
9160,맛있으니깐,맛있
9162,맛있어서,맛있
9163,자주 접했던 맥주이기때문,접하 맥주 때문
9164,자주 즐겨마셔서,즐기 마시
9165,부드러운 맥주~,부드럽 맥주
9166,오래동안 좋아했음요,동안 좋아하
9167,흑맥주 깊은맛,흑 맥주 맛
9168,맛이 깔끔하다  고급스럽다,맛 깔끔 고급
9169,"대부분 술집에가서 맥주를 마실때 한국맥주로 카스 또는 하이트를 만히 판매를 하는데 하이트는 끝맛이 조금 부드럽고,카스는 톡쏘는게 맥주마시는 기분이 많이 들어서 카스를 찾음",대부분 술집 맥주 마실 때 한국 맥주 카스 하이트 판매 하이트 끝 맛 부드럽 카스 맥주 마시 기분 카스
9170,부드럽다,부드럽
9171,입맛에 맞다보니 맥주하면 카스가 떠오르고 그래서 카스 상표도 좋은것 같습니다.,입맛 맥주 카스 떠오르 카스 상표 것
9172,깔끔함,깔끔
9173,자극적이지 않고 무난한 맛이 좋아서,자극 무난 맛
9174,신선하다. 레몬에 먹으면,신선 레몬
9175,청량함,청량
9176,다른것에 비해 깊은맛이 있다.,것 비하 맛
9177,김연아,김연아
9178,필리핀에 다녀온 언니가 많이 좋아해서,필리핀 다녀오 언니 좋아하
9179,깔끔하다,깔끔
9180,맛이좋다,맛
9181,"국산 브랜드이고, 국산 중에서 가장 맛이 진하고 깔끔하다.",국산 브랜드 국산 중 맛 진하 깔끔
9182,시원한 맛이 제일 좋다,시원 맛 제일
9183,"맛있어서 
",맛있
9185,"캔맥주는 모르겠는데 생으로 마셨을 때는 와~ 맥주맛이 이렇게 다를 수 있구나 하는 느낌이 들었음 거품이 정말 풍부하고 맛있음. 
그런데 방사능이 첨가 됐다고 하던데....",캔 맥주 모르 마시 때 맥주 맛 이렇 다르 수 느낌 거품 풍부 맛있 방사능 첨가
9186,입맛에 맞다,입맛
